grammatical,ungrammatical
"I två veckor följde gubben denna oföränderliga rutin: han vandrade längs de omkringliggande gatorna, sakta, i små, ibland nästan omärkliga etapper, med långa pauser, några långsamma steg och så åter en paus, som måste varje steg vägas och mätas innan det fick tillåtelse att inta sin plats i den totala stegsumman.","I två vecka följde gubben denna oföränderliga rutin: han vandrade längs de omkringliggande gatorna, sakta, i små, ibland nästan omärkliga etapper, med långa pauser, några långsamma steg och så åter en paus, som måste varje steg vägas och mätas innan det fick tillåtelse att inta sin plats i den totala stegsumman."
Två gånger när hans lumpsamlarverksamhet gett ovanligt stor skörd gick han tillbaka till hotellet mitt på dagen för att några minuter senare åter dyka upp med tömd väska.,Två gång när hans lumpsamlarverksamhet gett ovanligt stor skörd gick han tillbaka till hotellet mitt på dagen för att några minuter senare åter dyka upp med tömd väska.
Han hade följt efter gubben i två veckor.,Han hade följt efter gubben i två vecka.
I två veckor hade en osynlig tråd förbundit honom med den gamle mannen.,I två vecka hade en osynlig tråd förbundit honom med den gamle mannen.
"Han var i trettiofemårsåldern, lång och mörk med skrynkliga kläder och två dagar gammal skäggstubb.","Han var i trettiofemårsåldern, lång och mörk med skrynkliga kläder och två dag gammal skäggstubb."
"I högerhanden, mellan tummen och två fingrar, höll han en skrivberedd reservoarpenna med avskruvad hylsa.","I högerhanden, mellan tummen och två finger, höll han en skrivberedd reservoarpenna med avskruvad hylsa."
Han kom tillbaka med två flaskor som han ställde på en trälåda som tjänade som soffbord och slog sig sedan själv ner i soffan mitt emot Quinn.,Han kom tillbaka med två flaska som han ställde på en trälåda som tjänade som soffbord och slog sig sedan själv ner i soffan mitt emot Quinn.
Han väntade fem minuter och ringde sedan igen.,Han väntade fem minut och ringde sedan igen.
I fjärde omgången gjorde St Louis fem rundor och Quinn slog av även bilden.,I fjärde omgången gjorde St Louis fem runda och Quinn slog av även bilden.
"Han letade fram sitt röda anteckningsblock, satte sig vid skrivbordet och skrev i två timmar i sträck.","Han letade fram sitt röda anteckningsblock, satte sig vid skrivbordet och skrev i två timme i sträck."
"Omkring tvåhundra chassider skall flyga till Israel för att bevista omskärelsen av den förstfödde sonen till deras andlige ledare, Belzecs rabbin.","Omkring tvåhundra chassid skall flyga till Israel för att bevista omskärelsen av den förstfödde sonen till deras andlige ledare, Belzecs rabbin."
På lotsens inrådan flyttade de sig längre in i hamnen med hjälp av två bogserbåtar.,På lotsens inrådan flyttade de sig längre in i hamnen med hjälp av två bogserbåt.
"På mindre än fem timmar hade John reparerat motorerna, men hamnmyndigheterna påstod att fartyget inte var sjödugligt och krävde att kaptenen skulle ställa borgen på tjugotusen dollar för de kostnader som hans skadade fartyg kunde förorsaka.","På mindre än fem timme hade John reparerat motorerna, men hamnmyndigheterna påstod att fartyget inte var sjödugligt och krävde att kaptenen skulle ställa borgen på tjugotusen dollar för de kostnader som hans skadade fartyg kunde förorsaka."
"Ett samhälle på cirka tjugotusen personer hade trafikstockningar som Rom inte skulle behöva skämmas för. Det var en naturlig sak för bilisterna att kila in i de speciella bussfilerna, förvandla allt till ett enda kaos och tuta som galna.","Ett samhälle på cirka tjugotusen person hade trafikstockningar som Rom inte skulle behöva skämmas för. Det var en naturlig sak för bilisterna att kila in i de speciella bussfilerna, förvandla allt till ett enda kaos och tuta som galna."
"En ny explosion utanför ett kafé på Jaffa Road: sex unga människor dödade, ytterligare trettioåtta skadade.","En ny explosion utanför ett kafé på Jaffa Road: sex unga människa dödade, ytterligare trettioåtta skadade."
Och på grund av en annan bomb på Jaffa Road har sex ungdomar två av dem på en rast från aftonskolan som satt sig på ett kafé för att äta bullar nyss dött.,Och på grund av en annan bomb på Jaffa Road har sex ungdom två av dem på en rast från aftonskolan som satt sig på ett kafé för att äta bullar nyss dött.
"Där har ni bolagets station, sa svensken och pekade på tre baracker uppe i den steniga backen.","Där har ni bolagets station, sa svensken och pekade på tre barack uppe i den steniga backen."
Fyra lådor var det ju?,Fyra låda var det ju?
"Sex svartingar kom i gåsmarsch knogande uppför. De gick långsamt, raka i ryggen och balanserande små korgar med jord på huvudet, och slamret höll takt med deras steg.","Sex svarting kom i gåsmarsch knogande uppför. De gick långsamt, raka i ryggen och balanserande små korgar med jord på huvudet, och slamret höll takt med deras steg."
"Den hade ångat iväg i plötsligt påkommen brådska två dagar tidigare med direktören ombord och under befäl av någon som hade anmält sig frivilligt som skeppare, och inom tre timmar hade de kört henne läck på ett stenigt grund och hon sjönk nära södra stranden.","Den hade ångat iväg i plötsligt påkommen brådska två dag tidigare med direktören ombord och under befäl av någon som hade anmält sig frivilligt som skeppare, och inom tre timmar hade de kört henne läck på ett stenigt grund och hon sjönk nära södra stranden."
han hade tjänstgjort tre treårsperioder därute. Därför att en okuvlig hälsa blir ett slags makt i sig själv i ett sammanhang där flertalet dukar under.,han hade tjänstgjort tre treårsperiod därute. Därför att en okuvlig hälsa blir ett slags makt i sig själv i ett sammanhang där flertalet dukar under.
"Nå, låt oss säga tre månader, innan vi kan ge oss av.","Nå, låt oss säga tre månad, innan vi kan ge oss av."
När jag närmade mig eldskenet från mörkret fann jag mig plötsligt bakom två män som stod i samspråk.,När jag närmade mig eldskenet från mörkret fann jag mig plötsligt bakom två man som stod i samspråk.
"Förresten gjorde de inte annat än väntade allesammans – alla de sexton, tjugu pilgrimerna – på någonting; och att döma av deras uppsyn var det ingen motbjudande sysselsättning, fast det enda den inbringade dem, vad jag kunde se, var ohälsa.","Förresten gjorde de inte annat än väntade allesammans – alla de sexton, tjugu pilgrim – på någonting; och att döma av deras uppsyn var det ingen motbjudande sysselsättning, fast det enda den inbringade dem, vad jag kunde se, var ohälsa."
"Inom Europeiska unionen är följerätten föremål för lagstiftande bestämmelser i elva stater, men tillämpas i praktiken bara i åtta stater.","Inom Europeiska unionen är följerätten föremål för lagstiftande bestämmelser i elva stat, men tillämpas i praktiken bara i åtta stater."
Ett belopp på 12 miljoner ecu har ställts till förfogande för möjliga med Cypern överenskomna initiativ för projekt för att främja förtroendeväckande åtgärder.,Ett belopp på 12 miljon ecu har ställts till förfogande för möjliga med Cypern överenskomna initiativ för projekt för att främja förtroendeväckande åtgärder.
De resterande nio procenten kan elimineras under de kommande åtta åren till rimliga kostnader.,De resterande nio procent kan elimineras under de kommande åtta åren till rimliga kostnader.
"Fru ordförande, för en förbättrad luftkvalitet finns bara två lösningar.","Fru ordförande, för en förbättrad luftkvalitet finns bara två lösning."
Det finns dock två grupper som står emot varandra.,Det finns dock två grupp som står emot varandra.
För två månader sedan blev jag tvungen att läggas in för ett kirurgiskt ingrepp på grund av en svår sjukdom.,För två månad sedan blev jag tvungen att läggas in för ett kirurgiskt ingrepp på grund av en svår sjukdom.
Er företrädare sade nyss – det är knappt tjugo minuter sedan vi avslutade debatten – att betänkandet kommer att gå till omröstning i morgon.,Er företrädare sade nyss – det är knappt tjugo minut sedan vi avslutade debatten – att betänkandet kommer att gå till omröstning i morgon.
Era ändringsförslag godkänner två viktiga principer: rätten till en rättvis ersättning för rättighetsinnehavarna och undantagen för privata kopior.,Era ändringsförslag godkänner två viktiga princip: rätten till en rättvis ersättning för rättighetsinnehavarna och undantagen för privata kopior.
"Som jag har sagt, har 84 exportörer fått åtagandena ersatta av böter istället.","Som jag har sagt, har 84 exportör fått åtagandena ersatta av böter istället."
"För ögonblicket har Tyskland ett stort överskott i sin handelsbalans gentemot övriga unionen, i närheten av 25 miljarder.","För ögonblicket har Tyskland ett stort överskott i sin handelsbalans gentemot övriga unionen, i närheten av 25 miljard."
Två punkter vill jag också gärna gå in på.,Två punkt vill jag också gärna gå in på.
Tre månader tidigare hade Adamson Mweta stått utanför ett stekhus i Kensington och sagt till honom:,Tre månad tidigare hade Adamson Mweta stått utanför ett stekhus i Kensington och sagt till honom:
"Och de var bara två timmar från London, döttrarna och vännerna.","Och de var bara två timme från London, döttrarna och vännerna."
Ett år? Sex månader? Vad tror du?,Ett år? Sex månad? Vad tror du?
"Han stod vid diskbänken och drack av det kalla vattnet och såg på avocadokärnan som växte, stödd på tre tändstickor, i halsen på en vattenfylld pickelsburk på fönsterbrädet.","Han stod vid diskbänken och drack av det kalla vattnet och såg på avocadokärnan som växte, stödd på tre tändsticka, i halsen på en vattenfylld pickelsburk på fönsterbrädet."
Etthundratjugotvå personer till middagen!,Etthundratjugotvå person till middagen!
"Dando hade vid det här laget lyckats dra till sig ett visst buttert, förargat intresse från en ung patriot i socialdepartementet, en glitterögd likgiltighet från Doris Manyema, en av landets tre eller fyra kvinnor med akademisk examen, och ett visst roat gillande från en flykting från Sydafrika, vars gulbruna hy, lilla näsa och finskurna läppar skilde honom från de båda andras djupa svärta.","Dando hade vid det här laget lyckats dra till sig ett visst buttert, förargat intresse från en ung patriot i socialdepartementet, en glitterögd likgiltighet från Doris Manyema, en av landets tre eller fyra kvinna med akademisk examen, och ett visst roat gillande från en flykting från Sydafrika, vars gulbruna hy, lilla näsa och finskurna läppar skilde honom från de båda andras djupa svärta."
Eftersom det gudskelov varade mindre än två generationer – var det inte från er synpunkt värt det hela?,Eftersom det gudskelov varade mindre än två generation – var det inte från er synpunkt värt det hela?
Han hade inte pratat om någonting annat på två veckor.,Han hade inte pratat om någonting annat på två vecka.
Under de två eller tre första veckorna hemma igen hade Harry tyckt det var skojigt att mumla nonsensord med låg röst och se Dudley rusa ut ur rummet så fort hans tjocka ben kunde bära honom.,Under de två eller tre första vecka hemma igen hade Harry tyckt det var skojigt att mumla nonsensord med låg röst och se Dudley rusa ut ur rummet så fort hans tjocka ben kunde bära honom.
Två enorma gröna ögon hade dykt upp bland bladen.,Två enorma gröna öga hade dykt upp bland bladen.
Fyra eller fem skorstenar satt högt uppe på det röda taket.,Fyra eller fem skorsten satt högt uppe på det röda taket.
"Alla mrs Weasleys tre söner var längre än hon, men de hukade sig då hennes vrede bröt loss över dem.","Alla mrs Weasleys tre son var längre än hon, men de hukade sig då hennes vrede bröt loss över dem."
"Böcker låg staplade i tre travar på spiselhyllan, böcker med titlar som Trolla fram din egen ost, Förtrollad bakning och Festmåltider på en minut – rena trolleriet!","Böcker låg staplade i tre trave på spiselhyllan, böcker med titlar som Trolla fram din egen ost, Förtrollad bakning och Festmåltider på en minut – rena trolleriet!"
"Ingen sade något förrän maten var slut på alla fyra tallrikarna, vilket tog förvånansvärt kort tid.","Ingen sade något förrän maten var slut på alla fyra tallrik, vilket tog förvånansvärt kort tid."
"Den som han just hade lämnat, Borgin & Burkes, såg ut att vara den största, men i butiken mittemot fanns ett otäckt skyltfönster med skrumpnade huvuden, och två dörrar längre bort sågs en väldig bur som myllrade av jättestora svarta spindlar.","Den som han just hade lämnat, Borgin & Burkes, såg ut att vara den största, men i butiken mittemot fanns ett otäckt skyltfönster med skrumpnade huvuden, och två dörr längre bort sågs en väldig bur som myllrade av jättestora svarta spindlar."
Två luggslitna trollkarlar betraktade honom ur skuggan av en port medan de förde ett mumlande samtal.,Två luggslitna trollkarl betraktade honom ur skuggan av en port medan de förde ett mumlande samtal.
"Hon svischade in och vi satte oss vid ett illavarslande småtrevligt bord med rutig duk, två nejlikor och ett par grissinistänger.","Hon svischade in och vi satte oss vid ett illavarslande småtrevligt bord med rutig duk, två nejlika och ett par grissinistänger."
Lastbilen stannade bredvid oss och fyra helt svartklädda unga män sprang förbi oss.,Lastbilen stannade bredvid oss och fyra helt svartklädda unga man sprang förbi oss.
Under de följande åtta åren levde jag instängd i hans lådfacks hemska kval.,Under de följande åtta år levde jag instängd i hans lådfacks hemska kval.
"Medan jag försökte smälta denna osannolika uppenbarelse, ägnade sig farmor åt att dansa twist, eller något som snarare kunde beskrivas som bålrullningar, eftersom de två rörliga delarna utgjordes av bålen och huvudet.","Medan jag försökte smälta denna osannolika uppenbarelse, ägnade sig farmor åt att dansa twist, eller något som snarare kunde beskrivas som bålrullningar, eftersom de två rörliga del utgjordes av bålen och huvudet."
När han hade varit borta i sex dagar dök min mor upp i matsalen iförd sin minkpäls och bärande på en liten resväska.,När han hade varit borta i sex dag dök min mor upp i matsalen iförd sin minkpäls och bärande på en liten resväska.
"Genom den blå ridån av köld, rakt in mot det brandgula ljuset, drog sex vargar en släde.","Genom den blå ridån av köld, rakt in mot det brandgula ljuset, drog sex varg en släde."
Om arbetsinkomsten under ett år överstiger det s k basbeloppet vid samma års ingång med minst hundra kronor är inkomsten pensionsgrundande för ATP.,Om arbetsinkomsten under ett år överstiger det s k basbeloppet vid samma års ingång med minst hundra krona är inkomsten pensionsgrundande för ATP.
"Om en svensk medborgare inte är bosatt här, kan han dock få pension, om han varit mantalsskriven här det år han fyllde 62 och de fem åren närmast dessförinnan (alltså i åldern 57-62 år).","Om en svensk medborgare inte är bosatt här, kan han dock få pension, om han varit mantalsskriven här det år han fyllde 62 och de fem år närmast dessförinnan (alltså i åldern 57-62 år)."
Ålderspensionen från folkpensioneringen är i juli 1971 6210 kr per år för en ensam pensionär eller pensionär vars make inte har pension samt 9660 kr för två pensionsberättigade makar tillsammans.,Ålderspensionen från folkpensioneringen är i juli 1971 6210 kr per år för en ensam pensionär eller pensionär vars make inte har pension samt 9660 kr för två pensionsberättigade make tillsammans.
Storleken av pensionen räknas ut på grundval av ett genomsnitt av de pensionsgrundande inkomsterna under de 15 bästa åren (se sid 7 ATP de första åren).,Storleken av pensionen räknas ut på grundval av ett genomsnitt av de pensionsgrundande inkomsterna under de 15 bästa år (se sid 7 ATP de första åren).
"Det betyder att bostadstillägget minskas om inkomsterna utöver folkpensionen uppgår till mer än ett visst belopp, nämligen 2000 kr för en ensam pensionär och 3000 kr för två makar tillsammans.","Det betyder att bostadstillägget minskas om inkomsterna utöver folkpensionen uppgår till mer än ett visst belopp, nämligen 2000 kr för en ensam pensionär och 3000 kr för två make tillsammans."
Hustrutillägget kan högst utgå med så stort belopp att makarna tillsammans får lika stor folkpension som två pensionsberättigade makar.,Hustrutillägget kan högst utgå med så stort belopp att makarna tillsammans får lika stor folkpension som två pensionsberättigade make.
Ibland nämns 2000 kronor som gräns; länder ovanför detta genomsnittstal skulle inte vara u-länder (i Sverige är BNP / person ca 13000 kronor).,Ibland nämns 2000 krona som gräns; länder ovanför detta genomsnittstal skulle inte vara u-länder (i Sverige är BNP / person ca 13000 kronor).
Men dessa länder - där tre fjärdedelar av jordens befolkning bor - skiljer sig naturligtvis starkt från varandra.,Men dessa länder - där tre fjärdedel av jordens befolkning bor - skiljer sig naturligtvis starkt från varandra.
"Det finns inte två länder, som befinner sig i samma kulturella eller ekonomiska situation.","Det finns inte två land, som befinner sig i samma kulturella eller ekonomiska situation."
"Jordens befolkning: i dag 3,6 miljarder, om 30 år dubbelt så många?","Jordens befolkning: i dag 3,6 miljard, om 30 år dubbelt så många?"
"Jordens sammanlagda befolkning ökar f n med 70-80 miljoner människor om året, och ökningen är störst där människorna är fattigast.","Jordens sammanlagda befolkning ökar f n med 70-80 miljon människor om året, och ökningen är störst där människorna är fattigast."
"Nu är vi drygt 3,6 miljarder, vid århundradets slut 6-7 miljarder om den nuvarande takten i befolkningstillväxten består.","Nu är vi drygt 3,6 miljard, vid århundradets slut 6-7 miljarder om den nuvarande takten i befolkningstillväxten består."
"Barndödligheten beräknas - trots den minskning som skett - i Indien vara tio gånger så hög som i Sverige, i Peru och Tunisien sex gånger så hög.","Barndödligheten beräknas - trots den minskning som skett - i Indien vara tio gång så hög som i Sverige, i Peru och Tunisien sex gånger så hög."
"Omkring halvåret brukar barnen kunna sitta med stöd, men sitta själva kan de inte förrän vid 8-10 månader.","Omkring halvåret brukar barnen kunna sitta med stöd, men sitta själva kan de inte förrän vid 8-10 månad."
1930 - bara 80 år senare - var det två miljarder.,1930 - bara 80 år senare - var det två miljard.
1960 - bara 30 år senare - var det tre miljarder.,1960 - bara 30 år senare - var det tre miljard.
1975 - bara 15 år senare - är vi fyra miljarder.,1975 - bara 15 år senare - är vi fyra miljard.
År 2000 eller strax därefter är vi sju miljarder.,År 2000 eller strax därefter är vi sju miljard.
Sju miljarder människor på jorden kan betyda drastiska förändringar i klimatet.,Sju miljard människor på jorden kan betyda drastiska förändringar i klimatet.
"Inte så att jorden går under precis, men han menar att vid det laget är människans situation så olidlig på grund av överbefolkning med åtföljande stress, nersjaskad miljö och anhopningar av allsköns djävligheter att det kommer till en social kollaps som innebär en drastisk reduktion av jordens befolkning till så där 2 miljarder.","Inte så att jorden går under precis, men han menar att vid det laget är människans situation så olidlig på grund av överbefolkning med åtföljande stress, nersjaskad miljö och anhopningar av allsköns djävligheter att det kommer till en social kollaps som innebär en drastisk reduktion av jordens befolkning till så där 2 miljard."
Turkiet har f n en lantbefolkning på 27 miljoner och en stadsbefolkning på 7 miljoner.,Turkiet har f n en lantbefolkning på 27 miljon och en stadsbefolkning på 7 miljoner.
År 2010 beräknas landet ha en folkmängd på 110 miljoner med 20 miljoner på landsbygden och 90 miljoner i städerna.,År 2010 beräknas landet ha en folkmängd på 110 miljon med 20 miljoner på landsbygden och 90 miljoner i städerna.
Stadsbefolkningen har alltså ökat från 7 till 90 miljoner på 40 år.,Stadsbefolkningen har alltså ökat från 7 till 90 miljon på 40 år.
Det beräknas att staden framemot sekelskiftet har mellan 36 och 66 miljoner invånare.,Det beräknas att staden framemot sekelskiftet har mellan 36 och 66 miljon invånare.
20-30 personer delar på en kallvattenskran.,20-30 person delar på en kallvattenskran.
"Sao Paulo i Brasilien hade 900000 invånare 1930, har 7 miljoner nu och omkring 20 miljoner år 2000.","Sao Paulo i Brasilien hade 900000 invånare 1930, har 7 miljon nu och omkring 20 miljoner år 2000."
"Och det är folk som inte bor i hus, utan i lerkojor, under korrugerad plåt eller bakom säckväv, utspänd på fyra käppar.","Och det är folk som inte bor i hus, utan i lerkojor, under korrugerad plåt eller bakom säckväv, utspänd på fyra käpp."
"Om tio år finns det ungefär 60 jättestäder, alltså städer som har mer än 2,5 miljoner invånare hopklumpade.","Om tio år finns det ungefär 60 jättestad, alltså städer som har mer än 2,5 miljoner invånare hopklumpade."
Under den tid som det tar att läsa den här meningen föds elva människor till världen.,Under den tid som det tar att läsa den här meningen föds elva människa till världen.
Under samma tid dör fem människor.,Under samma tid dör fem människa.
Jordens befolkning har ökat med sex personer.,Jordens befolkning har ökat med sex person.
Dvs när du läst hit har den hunnit öka med omkring tjugo personer.,Dvs när du läst hit har den hunnit öka med omkring tjugo person.
Under 1960-talet blev det 60 miljoner fler analfabeter i världen.,Under 1960-talet blev det 60 miljon fler analfabeter i världen.
500 kronor per år - det är vad man genomsnittligt offrar i världen på ett barn som ska lära sig att läsa och skriva.,500 krona per år - det är vad man genomsnittligt offrar i världen på ett barn som ska lära sig att läsa och skriva.
Lite senare i livet använder man 39000 kronor för att lära den värnpliktige skjuta.,Lite senare i livet använder man 39000 krona för att lära den värnpliktige skjuta.
"Världen ger ut 40 procent mer på rustningar än på utbildning: 795000 miljoner kronor per år till militäranslag, 555000 till utbildning.","Världen ger ut 40 procent mer på rustningar än på utbildning: 795000 miljon kronor per år till militäranslag, 555000 till utbildning."
"U-länderna använder 25 kronor per år och person till utbildning, industriländerna 500 kronor.","U-länderna använder 25 krona per år och person till utbildning, industriländerna 500 kronor."
"Någon har räknat ut att om u-länderna ska ha en chans att bli ekonomiskt självförsörjande 1980, så behövs 1,5 miljoner tekniker och ingenjörer - fyra gånger fler än vad som finns i dag.","Någon har räknat ut att om u-länderna ska ha en chans att bli ekonomiskt självförsörjande 1980, så behövs 1,5 miljon tekniker och ingenjörer - fyra gånger fler än vad som finns i dag."
"Militära utgifter slukar t ex 159000 miljoner dollar, medan utbildningen bara får 111000 miljoner.","Militära utgifter slukar t ex 159000 miljon dollar, medan utbildningen bara får 111000 miljoner."
Lika vanligt är det med svårare psykiska besvär hos modern under barnets sex första levnadsmånader.,Lika vanligt är det med svårare psykiska besvär hos modern under barnets sex första levnadsmånad.
Detta är några av alla de data som med lic Åke Nilsson vid psykiatriska kliniken i Lund fått fram i en undersökning av 165 gravida kvinnor.,Detta är några av alla de data som med lic Åke Nilsson vid psykiatriska kliniken i Lund fått fram i en undersökning av 165 gravida kvinna.
"De 165 kvinnorna har intervjuats vid tre tillfällen: efter första besöket på mödravårdscentralen, omedelbart efter förlossningen och sex månader efter barnets födelse.","De 165 kvinna har intervjuats vid tre tillfällen: efter första besöket på mödravårdscentralen, omedelbart efter förlossningen och sex månader efter barnets födelse."
"Den detektor som uppfångar strålningen kan vridas kring patientens huvud och rutinmässigt tar man hos patienter med misstanke på en sådan skada fem olika projektioner, vilket kan ske under loppet av 20-30 minuter.","Den detektor som uppfångar strålningen kan vridas kring patientens huvud och rutinmässigt tar man hos patienter med misstanke på en sådan skada fem olika projektion, vilket kan ske under loppet av 20-30 minuter."
300 vårddagar,300 vårddag
"Försiktig beräkning visar att en besparing på 75000 kronor, ungefär 300 vårddagar hade kunnat sparas redan under gammakamerans första användningsår.","Försiktig beräkning visar att en besparing på 75000 krona, ungefär 300 vårddagar hade kunnat sparas redan under gammakamerans första användningsår."
Undersökningen med gammakameran i Lund tar inte längre tid än cirka tjugo minuter och sker fullständigt smärtfritt för patienten,Undersökningen med gammakameran i Lund tar inte längre tid än cirka tjugo minut och sker fullständigt smärtfritt för patienten
I Sverige vårdas 15000-20000 personer på mentalsjukhus för schizofreni.,I Sverige vårdas 15000-20000 person på mentalsjukhus för schizofreni.
"Under de senaste två decennierna har en ny stor grupp av ämnen upptäckts och framställts, som har mycket större och mer specifika verkningar på psyket.","Under de senaste två decennium har en ny stor grupp av ämnen upptäckts och framställts, som har mycket större och mer specifika verkningar på psyket."
Psykofarmaka kan indelas i två grupper.,Psykofarmaka kan indelas i två grupp.
"Doserna måste ökas 50-200 gånger, och om behandlingen avbrytes uppstår psykiska besvär i form av oro och ångest och fysiska i form av feber, smärtor och kramper.","Doserna måste ökas 50-200 gång, och om behandlingen avbrytes uppstår psykiska besvär i form av oro och ångest och fysiska i form av feber, smärtor och kramper."
"Medan 59000 lägenheter färdigställdes 1939, var motsvarande siffra år 1941 endast 17000.","Medan 59000 lägenhet färdigställdes 1939, var motsvarande siffra år 1941 endast 17000."
För att en lägenhet skulle anses motsvara fordringarna borde den vara så stor att det förutom köket blev minst ett rum per två familjemedlemmar.,För att en lägenhet skulle anses motsvara fordringarna borde den vara så stor att det förutom köket blev minst ett rum per två familjemedlem.
Från början gällde hyresregleringen cirka 500 platser.,Från början gällde hyresregleringen cirka 500 plats.
Vid mitten av 60-talet fanns den kvar på endast 160 ställen.,Vid mitten av 60-talet fanns den kvar på endast 160 ställe.
"Dessa tillägg, som utbetalas kontant och inte är förbundna med några krav på att pengarna verkligen används till bostadskonsumtion, utgår i förhållande till följande tre faktorer: familjestorlek, inkomst samt bostadens storlek och i viss mån standard.","Dessa tillägg, som utbetalas kontant och inte är förbundna med några krav på att pengarna verkligen används till bostadskonsumtion, utgår i förhållande till följande tre faktor: familjestorlek, inkomst samt bostadens storlek och i viss mån standard."
Cirka 400000 familjer är berättigade till statliga bostadstillägg.,Cirka 400000 familj är berättigade till statliga bostadstillägg.
Genom olika utbudsstimulerande åtgärder har man höjt bostadsproduktionen från 50000 lägenheter per år 1950 till omkring 100000 vid slutet av 1960-talet.,Genom olika utbudsstimulerande åtgärder har man höjt bostadsproduktionen från 50000 lägenhet per år 1950 till omkring 100000 vid slutet av 1960-talet.
"Tabellen visar 1 antal hushåll, 2 antal personer som bodde i dessa hushåll och 3 hur många av dem som var barn.","Tabellen visar 1 antal hushåll, 2 antal person som bodde i dessa hushåll och 3 hur många av dem som var barn."
Jordens befolkning ökar med mer än 50 miljoner människor om året.,Jordens befolkning ökar med mer än 50 miljon människor om året.
Två tredjedelar av jordens alla människor kan inte äta sig mätta och hälften lider av direkt svält.,Två tredjedel av jordens alla människor kan inte äta sig mätta och hälften lider av direkt svält.
"Sålunda satsade Förenta staterna under femårsperioden 1955-1960 sammanlagt 81 miljarder svenska kronor, varvid de största beloppen gick till Sydvietnam, Sydkorea och Indien.","Sålunda satsade Förenta staterna under femårsperioden 1955-1960 sammanlagt 81 miljard svenska kronor, varvid de största beloppen gick till Sydvietnam, Sydkorea och Indien."
Under samma period lämnade Sovjetunionen 15 miljarder mätt i svenska kronor med Indien som störste mottagaren.,Under samma period lämnade Sovjetunionen 15 miljard mätt i svenska kronor med Indien som störste mottagaren.
"Storbritannien, Frankrike och Västtyskland bidrog under samma tid med omkring 10 miljarder vardera.","Storbritannien, Frankrike och Västtyskland bidrog under samma tid med omkring 10 miljard vardera."
Perioden 1955-1960 gav vi en sammanlagd hjälp på 75 miljoner kronor: 1960-65 hade den ökat till 575 miljoner.,Perioden 1955-1960 gav vi en sammanlagd hjälp på 75 miljon kronor: 1960-65 hade den ökat till 575 miljoner.
Biståndet kommer då att omfatta mer än två miljarder kronor årligen.,Biståndet kommer då att omfatta mer än två miljard kronor årligen.
Nationalinkomsten är nästan dubbelt så stor som Pakistans - Pakistan har över 105 miljoner invånare.,Nationalinkomsten är nästan dubbelt så stor som Pakistans - Pakistan har över 105 miljon invånare.
"I två tredjedelar av u-länderna är genomsnittsinkomsten under, ofta långt under, 700 kr om året.","I två tredjedel av u-länderna är genomsnittsinkomsten under, ofta långt under, 700 kr om året."
"I U-länderna bor över 2 miljarder människor, 70 procent av världens befolkning.","I U-länderna bor över 2 miljard människor, 70 procent av världens befolkning."
"300 miljoner har malaria, 10 miljoner spetälska, 400 miljoner ögonsjukdomen trakom.","300 miljon har malaria, 10 miljoner spetälska, 400 miljoner ögonsjukdomen trakom."
Barndödligheten ligger ofta 10 gånger över den svenska.,Barndödligheten ligger ofta 10 gång över den svenska.
"I Indien går det nära 6000 människor på varje läkare, i Etiopien nära 100000, i Ruanda nära 150000 - i Sverige under 1000, i USA under 700.","I Indien går det nära 6000 människa på varje läkare, i Etiopien nära 100000, i Ruanda nära 150000 - i Sverige under 1000, i USA under 700."
Då först är det möjligt för två ekonomiskt oberoende människor att skapa en gemensam tillvaro med större förståelse och mera gemenskap.,Då först är det möjligt för två ekonomiskt oberoende människa att skapa en gemensam tillvaro med större förståelse och mera gemenskap.
"Unga herr far och unga fru mor sätter fortfarande bo med eget linneförråd och servis för tolv personer - och leken går bra så länge den ingenting kräver, d v s tills barnen å ena sidan kräver en vårdare på heltid, eller i den maskinellt topprustade lägenheten, på trekvartstid, medan arbetet å andra sidan kräver heltidsengagemang.","Unga herr far och unga fru mor sätter fortfarande bo med eget linneförråd och servis för tolv person - och leken går bra så länge den ingenting kräver, d v s tills barnen å ena sidan kräver en vårdare på heltid, eller i den maskinellt topprustade lägenheten, på trekvartstid, medan arbetet å andra sidan kräver heltidsengagemang."
"Medan man väntar på turen och barnen växer hankar man sej fram med de olika nödlösningarna: flickorna en flyktig och växlande skara av unga och instabila personer som hamnat i jobbet utan speciella kvalifikationer, dagmammorna, en ännu mera obekant faktor i barnens liv, det knepiga trebarnssystemet där tre grannfamiljer slår sej ihop om en utbildad sköterska - men där barnen lika lite kommer ut ur den trånga miljön med en isolerad kvinnsperson - aldrig en karl för den ensamma mammans barn.","Medan man väntar på turen och barnen växer hankar man sej fram med de olika nödlösningarna: flickorna en flyktig och växlande skara av unga och instabila personer som hamnat i jobbet utan speciella kvalifikationer, dagmammorna, en ännu mera obekant faktor i barnens liv, det knepiga trebarnssystemet där tre grannfamilj slår sej ihop om en utbildad sköterska - men där barnen lika lite kommer ut ur den trånga miljön med en isolerad kvinnsperson - aldrig en karl för den ensamma mammans barn."
Vad betyder t ex det två gånger om dygnet upprepade rycket från den ena miljön till den andra för daghemsbarnet?,Vad betyder t ex det två gång om dygnet upprepade rycket från den ena miljön till den andra för daghemsbarnet?
